ID_row	url	page	position	type	image	company	domain	Date	Country_Webscraping	Person_webscraping	Person_Screening_1	Person_Screening_2	ID_Source	Accessible	Inclusion_criteria_Monitoring	Inclusion_criteria_Reporting	Inclusion_criteria_Verification	Inclusion_criteria_About_MRV	Inclusion_criteria_About_Soil	In_Scope	ID_MRV	MRV_Name	Land_use_Agriculture	Land_use_Forest	Land_use_Urban	Land_use_Others	Land_use_Degraded_land	Land_use_Peatland_Wetland	Land_use_Others_ Precision	Scale_Local	Scale_Regional	Scale_National	Scale_Continental	Scale_Global	Purpose	Purpose_Others_Precision	Driver_Afforestation_Reforestation	Driver_Agricultural_practices	Driver_Biochar	Driver_Forest_management	Driver_Conservation	Driver_Deforestation	Driver_Restoration	Driver_Weathering	Driver_Grazing	Driver_Irrigation	Driver_Land_conversion	Driver_Rewetting	Driver_Fire_management	Occupation_Farmers	Occupation_Foresters_Forester_Associations	Occupation_Public_Administrators	Occupation_Educational_Institutions_Research	Occupation_NGOs	Occupation_Agroindustry	Occupation_Forestry_Companies	Occupation_Consultancy	Occupation_Others	Occupation_Project_developer	Occupation_Other_companies	Occupation_Software_developers	Occupation_Others_Precision	Cost_MRV	Cost_Unit	Parameter_Soil_Microorganisms	Parameter_Soil_Fauna	Parameter_Soil_pH	Parameter_Oxygen_content	Parameter_Clay_mineralogy 	Parameter_Soil_organic_matter_SOC	Parameter_CEC	Parameter_Soil_moisture	Parameter_Soil_temperature	Parameter_Particle_size_distribution_Texture	Parameter_Soil_porosity	Parameter_Soil_diffusivity	Parameter_Aggregate_stability	Parameter_Soil_compaction_Bulk_density	Parameter_Nutrient_availability	Parameter_Pollutant_concentration	Parameter_Soil_depth	Parameter_GHG	Parameter_Peat_depth	Parameter_Soil_color	Parameter_Soil_type	Parameter_Subsidence	Parameter_CaCO3	Parameter_Electrical_conductivity	Parameter_Water_holding_capacity	Parameter_Infiltration_rate	Parameter_Others	Parameter_Others_Precision	Data_Land_Management	Data_Spatial_images	Data_Soil_samples	Data_Modelling	Data_on_site_images	Plot_Area	Plot_Area_Unit	Monitoring_frequency	Methodology_Standard	Methodology_Other	Format_Document	Format_Online	Uncertainty	Uncertainty_Other_Precision	Threshold	Action_based	Result_based	Verification_Methodology_satellite_data	Verification_Methodology_phone_application	Verification_Methodology_field_inspection	Verification_Automatization	Verification_Manual	Auditor	Data_Sharing 	Implementation	Country	Continent	Source	
377	https://openknowledge.fao.org/server/api/core/bitstreams/e8781eb7-83c2-4ade-980b-f5872603bcb1/content	2	4	SEO	No	fao	openknowledge.fao.org	20/05/2025	France	Antonio	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
379	https://openknowledge.fao.org/handle/20.500.14283/cb0509en	2	1	SEO	No	fao	openknowledge.fao.org	04/06/2025	Germany	Camille	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
380	https://openknowledge.fao.org/server/api/core/bitstreams/c6d1293d-2f14-410f-ab3d-e30fc21fd95c/content	3	6	SEO	No	fao	openknowledge.fao.org	04/06/2025	Germany	Camille	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
381	https://openknowledge.fao.org/server/api/core/bitstreams/e8781eb7-83c2-4ade-980b-f5872603bcb1/content	1	10	SEO	No	fao	openknowledge.fao.org	20/05/2025	Germany	Sambit	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
382	https://openknowledge.fao.org/server/api/core/bitstreams/c6d1293d-2f14-410f-ab3d-e30fc21fd95c/content	3	4	SEO	No	fao	openknowledge.fao.org	20/05/2025	Germany	Sambit	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
383	https://openknowledge.fao.org/server/api/core/bitstreams/e8781eb7-83c2-4ade-980b-f5872603bcb1/content	1	12	SEO	No	fao	openknowledge.fao.org	22/05/2025	Austria	Sophia	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
384	https://openknowledge.fao.org/server/api/core/bitstreams/c6d1293d-2f14-410f-ab3d-e30fc21fd95c/content	3	7	SEO	No	fao	openknowledge.fao.org	22/05/2025	Austria	Sophia	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
386	http://openknowledge.fao.org/items/690c5092-b85c-44b5-a1de-e442c9eb9b20	2	4	SEO	No	fao	openknowledge.fao.org	12/06/2025	Spain	Emily	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
387	https://openknowledge.fao.org/server/api/core/bitstreams/e8781eb7-83c2-4ade-980b-f5872603bcb1/content	3	3	SEO	No	fao	openknowledge.fao.org	24/06/2025	Scotland	Johanne	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
388	https://openknowledge.fao.org/server/api/core/bitstreams/e8781eb7-83c2-4ade-980b-f5872603bcb1/content	4	4	SEO	No	fao	openknowledge.fao.org	24/06/2025	Scotland	Johanne	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
389	https://openknowledge.fao.org/items/690c5092-b85c-44b5-a1de-e442c9eb9b20	2	3	SEO	No	fao	openknowledge.fao.org	18/06/2025	Germany	Kilian	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
390	https://openknowledge.fao.org/server/api/core/bitstreams/c6d1293d-2f14-410f-ab3d-e30fc21fd95c/content	4	4	SEO	No	fao	openknowledge.fao.org	18/06/2025	Germany	Kilian	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
391	https://openknowledge.fao.org/server/api/core/bitstreams/e8781eb7-83c2-4ade-980b-f5872603bcb1/content	2	5	SEO	No	fao	openknowledge.fao.org	27/06/2025	Netherlands	Kilian	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
392	https://openknowledge.fao.org/server/api/core/bitstreams/c6d1293d-2f14-410f-ab3d-e30fc21fd95c/content	3	7	SEO	No	fao	openknowledge.fao.org	27/06/2025	Netherlands	Kilian	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
393	http://openknowledge.fao.org/items/690c5092-b85c-44b5-a1de-e442c9eb9b20	2	4	SEO	No	fao	openknowledge.fao.org	10/06/2025	France	Lucile	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
394	https://openknowledge.fao.org/server/api/core/bitstreams/c6d1293d-2f14-410f-ab3d-e30fc21fd95c/content	4	5	SEO	No	fao	openknowledge.fao.org	10/06/2025	France	Lucile	Taru	No_second_screening	W092	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
397	https://www.farmcloud.eu/en/blog/mrv-system-for-iung-institute	9	6	SEO	No	farmcloud	www.farmcloud.eu	04/06/2025	Germany	Camille	Taru	No_second_screening	W094	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
